epoch,dice_coef,loss,val_dice_coef,val_loss,learning_rate
84,0.3216189444065094,0.002184137236326933,0.31745001673698425,0.001982685411348939,0.0002500000118743628
85,0.3226889967918396,0.0019316994585096836,0.3218453526496887,0.001983526162803173,0.0002500000118743628
86,0.32330653071403503,0.002095564268529415,0.3197615146636963,0.001970407087355852,0.0002500000118743628
87,0.32442620396614075,0.0020682166796177626,0.3204551339149475,0.00198455061763525,0.0001250000059371814
88,0.3251103162765503,0.001974161947146058,0.32010310888290405,0.0019753340166062117,0.0001250000059371814
89,0.3230647146701813,0.0020579698029905558,0.32042911648750305,0.0019768064375966787,0.0001250000059371814
90,0.3251990079879761,0.002025988884270191,0.32184892892837524,0.001974484883248806,0.0001250000059371814
91,0.32305532693862915,0.002052190713584423,0.32092800736427307,0.001969238044694066,0.0001250000059371814
92,0.3245362639427185,0.0019952969159930944,0.32157251238822937,0.001970405224710703,0.0001250000059371814
93,0.32770001888275146,0.001990499207749963,0.3217257559299469,0.0019684676080942154,6.25000029685907e-05
94,0.325032502412796,0.001996442675590515,0.3215782940387726,0.001974542625248432,6.25000029685907e-05
95,0.32516855001449585,0.002155540743842721,0.32253584265708923,0.001970277400687337,6.25000029685907e-05
96,0.32842257618904114,0.0019744825549423695,0.3223126530647278,0.0019642554689198732,6.25000029685907e-05
97,0.32202860713005066,0.0019280572887510061,0.32191002368927,0.0019661858677864075,6.25000029685907e-05
98,0.32476845383644104,0.0021543109323829412,0.32216405868530273,0.0019658803939819336,6.25000029685907e-05
99,0.3278628885746002,0.0019602319225668907,0.3222568929195404,0.001965320436283946,3.125000148429535e-05
100,0.32418161630630493,0.0020426642149686813,0.3225140869617462,0.0019654801581054926,3.125000148429535e-05
101,0.32563117146492004,0.0020306732039898634,0.3230361044406891,0.0019635427743196487,3.125000148429535e-05
102,0.32853230834007263,0.002012484008446336,0.3225206136703491,0.00196516583673656,3.125000148429535e-05
103,0.323508620262146,0.0019960806239396334,0.3225319981575012,0.001967403572052717,3.125000148429535e-05
104,0.32449281215667725,0.0020511916372925043,0.32321321964263916,0.001965943956747651,3.125000148429535e-05
105,0.32783448696136475,0.0020145850721746683,0.3226476013660431,0.0019629322923719883,1.5625000742147677e-05
106,0.3299729526042938,0.0019601681269705296,0.32280975580215454,0.001959308749064803,1.5625000742147677e-05
107,0.3210521638393402,0.002030971460044384,0.3225426971912384,0.0019654519855976105,1.5625000742147677e-05
108,0.32770365476608276,0.0020719729363918304,0.32266533374786377,0.0019642331171780825,1.5625000742147677e-05
109,0.3274461328983307,0.0020000156946480274,0.32309526205062866,0.001963108777999878,1.5625000742147677e-05
110,0.32454025745391846,0.0020085456781089306,0.32275909185409546,0.001965901115909219,1.5625000742147677e-05
111,0.3282719850540161,0.0019887415692210197,0.32281258702278137,0.001962834969162941,7.812500371073838e-06
112,0.322442889213562,0.002077557146549225,0.3227977156639099,0.0019686417654156685,7.812500371073838e-06
113,0.32978078722953796,0.0019259259570389986,0.32279419898986816,0.0019615045748651028,7.812500371073838e-06
114,0.32484960556030273,0.002086455002427101,0.3228203356266022,0.0019644920248538256,7.812500371073838e-06
115,0.329881876707077,0.001998414983972907,0.32339394092559814,0.0019617348443716764,7.812500371073838e-06
116,0.3202480673789978,0.002075399272143841,0.32245734333992004,0.0019707316532731056,7.812500371073838e-06
